IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,FLOW_DURATION_MILLISECONDS,OUT_PKTS,OUT_BYTES,IN_PKTS,IN_BYTES,L7_PROTO,TCP_FLAGS,Attack
192.168.1.13,58826,13.231.211.201,443,6,504,13,3771,15,9874,TLS.Alibaba,26,Benign
192.168.1.13,59014,13.231.211.201,443,6,0,1,1514,0,0,TLS,0,Benign
192.168.1.15,51160,120.238.86.250,11001,6,0,2,148,0,0,Unknown,2,Benign
23.102.178.139,41671,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
177.116.138.99,13717,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,58892,13.231.211.201,443,6,1210,6,2966,8,1502,TLS,24,Benign
192.168.1.13,9993,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
36.150.27.109,30019,192.168.1.15,39820,6,31,4,264,6,402,Unknown,21,Benign
192.168.1.13,16900,192.168.1.13,80,6,6613,19,1140,0,0,HTTP,2,tcp
192.168.1.15,47848,202.196.64.1,53,17,3,2,144,2,816,DNS,0,Benign
26.36.139.60,20792,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,57432,13.231.211.201,443,6,697,13,4424,11,2665,TLS.Alibaba,26,Benign
192.168.1.13,62175,103.195.103.66,9993,17,0,1,179,0,0,BitTorrent,0,Benign
192.168.1.15,58884,120.238.86.250,10005,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.15,123,119.28.206.193,123,17,56,2,180,2,180,NTP,0,Benign
192.168.1.13,13676,192.168.1.13,80,6,8739,23,1380,0,0,HTTP,2,tcp
183.236.51.229,10042,192.168.1.15,59118,6,36,4,264,6,402,Unknown,21,Benign
248.164.170.179,56013,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,40208,122.205.109.35,443,6,40,12,718,6,372,TLS,23,Benign
192.168.1.13,9993,185.152.67.145,9993,17,0,5,543,0,0,BitTorrent,0,Benign
192.168.1.13,62175,103.195.103.66,9993,17,0,1,179,0,0,BitTorrent,0,Benign
2.248.1.173,527,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,59145,43.137.221.134,8080,6,198,6,611,6,502,TLS,26,Benign
192.168.1.13,59610,13.231.211.201,443,6,97,1,60,1,66,TLS,16,Benign
192.168.1.15,34734,120.238.86.250,10035,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,32709,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,24170,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
62.53.92.7,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
192.168.1.13,41036,192.168.1.13,80,6,308,2,120,0,0,HTTP,2,udp
192.168.1.13,24170,79.127.159.187,9993,17,0,3,225,0,0,Unknown,0,Benign
192.168.1.15,57648,120.238.86.250,10010,6,0,2,148,0,0,Unknown,2,Benign
27.139.140.9,61180,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
145.143.148.55,26392,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
35.137.229.0,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
192.168.1.15,42574,36.150.27.109,10014,6,61,12,1218,8,544,Unknown,26,Benign
192.168.1.15,55592,120.238.86.250,10028,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.15,42562,163.177.18.92,443,6,141,48,14330,28,17472,TLS,26,Benign
192.168.1.15,123,193.182.111.12,123,17,281,2,180,2,180,NTP,0,Benign
163.22.25.25,52134,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
241.213.137.125,48579,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
9.6.214.138,27061,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,37482,182.61.244.247,443,6,37,12,3832,6,1342,TLS,24,Benign
27.163.153.144,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
13.231.211.201,443,192.168.1.13,59608,6,99,3,198,3,198,TLS,29,Benign
192.168.1.15,55936,120.238.86.250,10011,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.15,39972,120.238.86.250,10001,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,9993,84.17.53.155,9993,17,1515,7,2555,0,0,BitTorrent,0,Benign
147.48.20.245,16303,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
62.11.26.220,42381,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,59874,192.168.1.13,80,6,720,2,120,0,0,HTTP,2,udp
119.45.215.191,7000,192.168.1.115,41420,6,90,2,166,2,166,TLS,24,Benign
192.168.1.13,54147,192.168.1.13,80,6,722,2,120,0,0,HTTP,2,tcp
36.150.27.109,10016,192.168.1.15,49750,6,40,4,264,6,402,Unknown,21,Benign
192.168.1.13,45744,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
81.11.242.0,6636,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,49474,120.238.86.250,10006,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,63554,114.114.114.114,53,17,39,1,80,1,96,DNS,0,Benign
192.168.1.13,9993,103.195.103.66,9993,17,0,1,179,0,0,BitTorrent,0,Benign
192.168.1.13,57770,13.231.211.201,443,6,98,1,60,1,66,TLS,16,Benign
192.168.1.15,46642,36.150.27.109,10014,6,51,12,1218,8,544,Unknown,26,Benign
91.235.21.179,51663,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,62175,185.152.67.145,9993,17,0,4,300,0,0,BitTorrent,0,Benign
192.168.1.13,54504,192.168.1.13,80,6,384,2,120,0,0,HTTP,2,udp
128.232.117.128,21009,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
36.150.27.109,10003,192.168.1.15,57958,6,28,4,264,6,402,Unknown,21,Benign
88.60.139.136,36179,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
250.126.11.0,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
192.168.1.13,59711,204.80.128.1,443,6,852,2,563,2,120,TLS,24,Benign
192.168.1.15,56750,120.238.86.250,10043,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.115,0,239.255.255.250,0,2,0,2,120,0,0,IGMP,0,Benign
192.168.1.13,6609,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,33662,36.150.27.109,10019,6,49,12,1218,8,544,Unknown,26,Benign
9.102.193.83,2379,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
25.25.153.22,48966,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,58413,13.231.211.201,443,6,294,9,1043,6,1223,TLS.Alibaba,31,Benign
192.168.1.13,64097,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
192.168.1.15,49870,120.238.86.250,11002,6,0,2,148,0,0,Unknown,2,Benign
99.243.177.109,58587,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,58115,13.231.211.201,443,6,345,11,2986,8,1345,TLS.Alibaba,31,Benign
102.193.4.193,61457,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,11807,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
28.190.80.117,45126,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
9.230.116.27,49536,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
52.178.137.156,9308,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,13137,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
137.124.145.230,18446,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
62.124.27.167,47748,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
92.254.199.242,62530,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
82.140.137.143,64028,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,35480,120.238.86.250,10028,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,62175,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
170.2.139.137,15147,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,45744,79.127.159.187,9993,17,0,3,225,0,0,Unknown,0,Benign
179.209.217.140,768,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
13.231.211.201,443,192.168.1.13,58938,6,38,3,295,4,258,TLS,29,Benign
192.168.1.13,62175,185.152.67.145,9993,17,0,4,300,0,0,BitTorrent,0,Benign
117.42.76.179,36374,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
209.82.148.254,22203,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,24170,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
fe80::61d9:409b:5a46:eec1,58261,ff02::c,3702,17,0,2,1338,0,0,WSD,0,Benign
192.168.1.15,46486,120.238.86.250,10001,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.15,43272,36.150.27.109,10021,6,48,6,396,4,252,Unknown,21,Benign
192.168.1.14,46916,34.237.73.95,443,6,256,2,372,1,327,TLS,24,Benign
241.52.177.197,46481,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,18231,192.168.1.13,80,6,5524,18,1080,0,0,HTTP,2,tcp
228.34.183.22,35596,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,62175,103.195.103.66,9993,17,0,1,179,0,0,BitTorrent,0,Benign
192.168.1.15,44858,182.61.200.108,443,6,19,8,4662,4,984,TLS,24,Benign
218.204.238.59,10001,192.168.1.15,48032,6,40,4,264,6,402,Unknown,21,Benign
236.112.54.104,41695,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,35552,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
60.117.83.15,23692,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,45920,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
81.205.137.164,5791,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,45744,185.152.67.145,9993,17,0,1,179,0,0,BitTorrent,0,Benign
192.168.1.13,57898,192.168.1.253,443,6,1054,8,5265,11,5785,TLS,24,Benign
128.16.160.118,33089,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
233.93.255.193,1307,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,55776,218.204.238.59,10013,6,107,12,1218,8,544,Unknown,26,Benign
192.168.1.13,62438,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
117.55.137.97,57808,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.115,42070,119.45.215.191,7000,6,42,4,331,4,331,TLS,24,Benign
82.4.103.139,62100,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,50384,120.238.86.250,10022,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,58372,192.168.1.13,80,6,1875,4,240,0,0,HTTP,2,tcp
124.113.212.27,52590,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
173.160.166.83,45764,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,47582,202.89.233.101,443,6,2276,1676,145906,920,900896,TLS,24,Benign
43.104.6.3,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
228.60.233.29,13990,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
71.101.97.1,15393,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
92.70.20.1,28608,192.168.1.13,80,6,1,1,60,1,60,HTTP,4,tcp
192.168.1.15,52427,202.196.64.1,53,17,3,2,190,2,988,DNS.Mozilla,0,Benign
192.168.1.13,9993,185.152.67.145,9993,17,0,3,225,0,0,BitTorrent,0,Benign
29.109.90.21,23655,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,21811,192.168.1.13,80,6,1782,4,240,0,0,HTTP,2,tcp
192.168.1.13,53875,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
fe80::7e62:ed36:4c49:4ae4,0,ff02::fb,0,58,0,2,172,0,0,ICMPV6,0,Benign
192.168.1.15,58372,122.205.109.36,443,6,70,72,9416,44,20434,TLS,31,Benign
192.168.1.13,5353,224.0.0.251,5353,17,761,12,2742,0,0,MDNS,0,Benign
82.235.241.253,10829,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,44066,218.204.238.59,10005,6,98,12,1218,8,544,Unknown,26,Benign
34.30.169.128,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
192.168.1.13,62175,185.152.67.145,9993,17,769,12,3359,0,0,BitTorrent,0,Benign
192.168.1.115,42070,119.45.215.191,7000,6,41,4,331,3,265,TLS,24,Benign
192.168.1.13,45744,79.127.159.187,9993,17,0,3,225,0,0,Unknown,0,Benign
192.168.1.13,43918,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
36.150.27.109,30019,192.168.1.15,40814,6,23,4,264,6,402,Unknown,21,Benign
70.207.60.248,47459,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
29.67.227.254,27990,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,58790,13.231.211.201,443,6,614,18,4646,20,13104,TLS.Alibaba,26,Benign
148.40.76.29,55340,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
209.183.186.100,55331,192.168.1.13,80,6,0,1,60,1,60,HTTP,4,tcp
182.184.133.82,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
36.150.27.109,10024,192.168.1.15,50362,6,29,4,264,6,402,Unknown,21,Benign
21.220.68.36,10162,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,45744,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
21.148.253.69,8531,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
187.87.117.55,24735,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
82.20.81.0,8981,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,60566,218.204.238.59,11004,6,89,12,1218,8,544,Unknown,26,Benign
192.168.1.15,55278,120.238.86.250,10011,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,60038,192.168.1.13,80,6,4404,9,540,0,0,HTTP,2,tcp
36.150.27.109,10016,192.168.1.15,59064,6,36,4,264,6,402,Unknown,21,Benign
157.93.69.248,41984,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,45744,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
192.168.1.13,3042,192.168.1.13,80,6,6803,20,1200,0,0,HTTP,2,tcp
192.168.1.15,33326,202.196.64.1,53,17,3,2,178,2,776,DNS,0,Benign
108.78.52.236,43334,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,9993,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
230.28.196.179,38,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
62.81.220.22,38278,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,44680,120.238.86.250,11003,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.15,40218,120.238.86.250,11004,6,0,2,148,0,0,Unknown,2,Benign
209.41.228.60,64221,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
120.227.248.49,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
192.168.1.13,58924,13.231.211.201,443,6,0,1,1514,0,0,TLS,0,Benign
192.168.1.13,23501,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
6.91.54.123,13524,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
100.138.179.136,11864,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
218.204.238.59,10033,192.168.1.15,53540,6,45,4,264,6,402,Unknown,21,Benign
3.56.74.50,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
192.168.1.15,51506,36.150.27.109,10003,6,52,12,1218,8,544,Unknown,26,Benign
192.168.1.13,45744,84.17.53.155,9993,17,0,3,225,0,0,Unknown,0,Benign
192.168.1.13,9993,103.195.103.66,9993,17,0,1,179,0,0,BitTorrent,0,Benign
192.168.1.13,34891,192.168.1.13,80,6,340,2,120,0,0,HTTP,2,tcp
192.168.1.13,28645,192.168.1.13,80,6,721,2,120,0,0,HTTP,2,udp
192.168.1.13,35694,192.168.1.13,80,6,5850,17,1020,0,0,HTTP,2,tcp
192.168.1.15,38928,182.61.200.108,443,6,51,6,3084,4,1048,TLS,24,Benign
192.168.1.13,59135,13.231.211.201,443,6,176,4,2802,4,1159,TLS,24,Benign
232.248.18.209,33874,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,9993,103.195.103.66,9993,17,0,1,179,0,0,BitTorrent,0,Benign
160.96.60.196,16130,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
241.228.248.131,65212,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
187.201.241.78,50298,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
169.185.135.26,40942,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
184.128.172.221,30032,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,59668,13.231.211.201,443,6,98,5,318,4,258,TLS,29,Benign
128.9.255.83,14553,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
112.179.116.164,13014,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,59399,13.231.211.201,443,6,97,1,60,1,66,TLS,16,Benign
192.168.1.253,443,192.168.1.13,57955,6,705,3,570,3,1167,TLS,24,Benign
203.222.167.166,13901,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,80,135.185.124.88,24809,6,0,1,60,0,0,HTTP,0,tcp
245.241.27.103,54355,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,56940,182.61.200.107,443,6,113,40,11298,24,14102,TLS,26,Benign
192.168.1.15,60204,192.168.1.1,80,6,9,22,2402,12,5458,HTTP,31,Benign
192.168.1.115,36067,114.55.178.236,1893,6,34,1,74,1,60,Alibaba,20,Benign
18.99.99.16,7085,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
13.231.211.201,443,192.168.1.13,57699,6,99,4,258,3,198,TLS,29,Benign
192.168.1.15,41464,202.196.64.1,53,17,48,2,144,2,816,DNS,0,Benign
192.168.1.15,59278,120.238.86.250,10038,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.15,33214,192.168.1.1,80,6,4,22,2402,12,5458,HTTP,31,Benign
117.68.241.78,38736,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,50483,192.168.1.13,80,6,4423,10,600,0,0,HTTP,2,tcp
192.168.1.13,58885,13.231.211.201,443,6,94,1,60,1,66,TLS,16,Benign
192.168.1.13,45744,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
128.99.18.71,44741,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,54031,223.5.5.5,53,17,0,1,80,0,0,DNS,0,Benign
36.150.27.109,10017,192.168.1.15,52082,6,24,4,264,6,402,Unknown,21,Benign
128.196.90.34,4381,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,123,91.189.91.157,123,17,311,2,180,2,180,NTP,0,Benign
192.168.1.13,53069,8.8.8.8,53,17,50,1,80,1,96,DNS,0,Benign
192.168.1.15,47580,202.89.233.101,443,6,113,52,8090,30,19690,TLS.Microsoft365,26,Benign
192.168.1.13,1774,192.168.1.13,80,6,7641,21,1260,0,0,HTTP,2,udp
35.208.212.194,32018,192.168.1.13,64097,17,0,1,70,1,79,GoogleCloud,0,Benign
90.167.65.255,9684,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
190.54.213.169,4643,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,9993,103.195.103.66,9993,17,0,1,179,0,0,BitTorrent,0,Benign
192.168.1.13,28676,192.168.1.13,80,6,1483,4,240,0,0,HTTP,2,tcp
36.150.27.109,10019,192.168.1.15,48058,6,31,4,264,6,402,Unknown,21,Benign
241.210.171.23,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
192.168.1.13,58892,13.231.211.201,443,6,1263,6,2962,8,1499,TLS,24,Benign
139.245.117.213,40892,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,45656,122.205.109.38,443,6,69,36,8666,18,11382,TLS,26,Benign
192.168.1.15,44902,120.238.86.250,11003,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,31591,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,60298,120.238.86.250,10041,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,58481,8.8.8.8,53,17,49,1,80,1,96,DNS,0,Benign
192.168.1.13,58874,13.231.211.201,443,6,0,1,1514,0,0,TLS,0,Benign
192.168.1.15,53082,182.61.200.16,443,6,1345,70,18278,44,25160,TLS,26,Benign
99.119.179.238,52998,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,33304,192.168.1.1,80,6,67,366,27106,184,250198,HTTP,27,Benign
195.63.121.53,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
192.168.1.13,9993,185.152.67.145,9993,17,0,3,225,0,0,BitTorrent,0,Benign
192.168.1.13,58743,13.231.211.201,443,6,1106,105,10907,161,221971,TLS.Alibaba,31,Benign
192.168.1.15,47254,122.205.109.38,443,6,51,156,14354,84,96226,TLS,26,Benign
fe80::d494:5514:6744:731a,57445,ff02::1:3,5355,17,418,4,332,0,0,LLMNR,0,Benign
192.168.1.13,16973,192.168.1.13,80,6,6966,19,1140,0,0,HTTP,2,tcp
192.168.1.13,45744,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
192.168.1.13,57505,192.168.1.13,80,6,741,2,120,0,0,HTTP,2,udp
192.168.1.15,43622,34.107.221.82,80,6,145,18,1906,8,976,HTTP,27,Benign
167.27.26.104,46707,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,55696,183.236.51.229,10034,6,41,2,148,2,120,Unknown,22,Benign
192.168.1.13,62175,79.127.159.187,9993,17,0,4,300,0,0,Unknown,0,Benign
36.150.27.109,10020,192.168.1.15,50868,6,37,4,264,6,402,Unknown,21,Benign
42.109.106.11,36078,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
fe80::ced8:43ff:fe0c:fc0,0,ff02::1,0,58,0,2,172,0,0,ICMPV6,0,Benign
235.23.52.222,17560,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,5212,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
28.209.45.248,64742,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
fe80::d494:5514:6744:731a,0,ff02::c,0,58,0,2,172,0,0,ICMPV6,0,Benign
241.99.48.230,54699,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,58870,13.231.211.201,443,6,98,1,60,1,66,TLS,16,Benign
222.182.178.95,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
192.168.1.13,57958,204.80.128.1,443,6,2585,8,5226,7,420,TLS,24,Benign
192.168.1.15,48182,218.204.238.59,10022,6,101,12,1218,8,544,Unknown,26,Benign
192.168.1.13,59042,13.231.211.201,443,6,104,2,306,3,456,TLS,24,Benign
